MR32 ASCII
Name	TYR30_slow
Frequency	1500
Date	26-08-2015 09:35:05
"Time,s"	"RT MED. GASTRO,uV"	"RT LAT. GASTRO,uV"	"RT BICEPS FEM.,uV"	"RT VMO,uV"	"RT VLO,uV"	"RT RECTUS FEM.,uV"	"RT SOLEUS,uV"	"RT SEMITEND.,uV"	"Channel 12,uV"
4.8400	4.79013	-6.25934	-8.07664	13.4282	-2.55453	0.781234	-17.3786	9.90248	0.621168
4.8407	9.37497	-13.5779	-9.90267	12.2023	-4.998	1.07885	-27.1482	9.00632	0.621168
4.8413	14.2677	-16.3385	-8.67361	13.4282	-4.07773	2.3065	-31.4224	8.69267	0.621168
4.8420	16.0811	-16.0175	-5.93458	14.9558	-2.55453	4.43939	-27.4457	8.69267	0.310584
4.8427	12.4201	-17.8471	-5.61853	13.7299	-4.07773	3.52175	-20.4316	5.64576	0.621168
4.8433	9.99084	-17.8471	-5.30249	14.0317	-4.39506	2.3065	-16.4705	2.89009	0.621168
4.8440	8.75909	-15.7286	-4.38948	14.0317	-4.39506	1.38886	-14.9362	1.68028	0.621168
4.8447	4.79013	-14.1878	-5.61853	12.8058	-6.21973	-1.05405	-12.8069	0.156827	0.621168
4.8453	3.5926	-9.30876	-5.02156	14.0317	-4.69653	-1.36406	-7.92214	1.97153	0.621168
4.8460	4.17425	-4.75068	-3.19554	15.5593	-3.17333	-2.57931	-3.03734	4.1223	0.310584
4.8467	5.09807	-6.86922	-2.56346	14.0317	-5.29946	-5.62984	-3.35047	1.68028	0.310584
4.8473	6.02188	-11.4594	-3.79251	12.8058	-7.44146	-8.38276	-8.21961	-1.99394	0.621168
4.8480	5.71394	-12.9681	-4.10855	11.5988	-9.26613	-9.90803	-12.4938	-4.1223	0.621168
4.8487	4.79013	-13.5779	-4.38948	10.0711	-10.8052	-9.59801	-13.715	-4.7272	0.621168
4.8493	5.71394	-13.8989	-4.70552	10.0711	-10.8052	-8.38276	-10.662	-3.80864	0.310584
4.8500	8.45116	-9.91864	-3.19554	11.9005	-8.96466	-6.54748	-6.70094	-1.38904	-0.310584
4.8507	6.02188	-3.49881	-1.96649	13.4282	-6.83853	-5.33223	-1.20554	0.448076	-0.310584
4.8513	-0.684304	-1.66916	-2.56346	13.7299	-6.83853	-4.10458	4.28985	0.448076	0.310584
4.8520	-2.83986	-5.03957	-3.79251	12.8058	-8.0444	-3.18694	4.90045	-0.761729	0.621168
4.8527	-0.992241	-8.08899	-3.47647	13.1264	-8.0444	-3.18694	3.67925	-1.68028	0.310584
4.8533	2.66879	-7.47911	-1.96649	15.2576	-5.29946	-2.2817	3.67925	0.156827	0.310584
4.8540	6.63775	-6.86922	-1.05348	15.8611	-4.998	-1.66167	3.97672	2.28519	0.310584
4.8547	5.71394	-5.64945	-0.737433	14.6541	-5.91826	-1.97169	4.28985	0.448076	0.621168
4.8553	4.17425	-0.449388	1.08859	16.4834	-3.77626	-0.136406	4.58732	-1.07538	0.310584
4.8560	2.05291	1.05927	0.491622	16.7852	-3.77626	0.47122	0.923727	-2.59884	0.310584
4.8567	-0.684304	-2.27904	-1.65044	15.2576	-7.14	-2.88932	-4.25854	-6.56431	0.621168
4.8573	1.1291	-2.27904	-0.737433	15.8611	-7.14	-3.80696	-3.35047	-6.56431	0.621168
4.8580	5.71394	0.160496	1.08859	17.087	-4.69653	-1.97169	1.23686	-3.5174	0.310584
4.8587	7.52735	1.99015	1.68556	17.6905	-3.4748	-0.446419	4.90045	-1.38904	0.621168
4.8593	8.14322	2.60003	2.63369	17.6905	-3.4748	-0.446419	6.12165	-1.38904	0.621168
4.8600	9.99084	2.27904	2.31765	17.087	-2.856	-1.36406	4.90045	-2.91249	0.310584
4.8607	7.52735	0.160496	-1.05348	14.9558	-5.29946	-4.41459	1.84745	-5.95941	0.310584
4.8613	4.48219	-0.77038	-3.79251	13.7299	-5.91826	-2.88932	3.36612	-5.35451	0.621168
4.8620	6.32981	1.38026	-2.56346	16.1628	-2.25307	4.12938	10.3958	-1.07538	0.931752
4.8627	5.09807	2.60003	-2.24741	17.087	-1.9516	6.8823	13.4332	-1.07538	0.621168
4.8633	-0.102646	4.42969	-3.79251	16.7852	-3.4748	5.04702	11.9145	-2.59884	0.310584
4.8640	-4.03739	8.69888	-4.38948	16.4834	-2.856	4.43939	10.6933	-2.59884	0.621168
4.8647	-4.9612	10.5285	-3.19554	15.8611	-2.55453	2.60411	10.6933	-4.1223	0.621168
4.8653	-2.22399	9.30876	-1.65044	15.8611	-2.856	0.161207	8.56405	-5.35451	0.621168
4.8660	3.28466	6.86922	-0.42139	16.1628	-1.9516	-1.36406	2.14493	-5.95941	0.621168
4.8667	8.14322	1.38026	-0.42139	15.5593	-3.4748	-4.41459	-6.70094	-7.79652	0.621168
4.8673	9.37497	-4.14079	-1.96649	14.6541	-5.6168	-7.46512	-10.0514	-7.48287	0.621168
4.8680	7.25362	-3.20992	-1.65044	15.2576	-4.998	-7.76273	-3.03734	-3.5174	0.310584
4.8687	3.86632	1.38026	-0.42139	15.5593	-3.4748	-5.33223	4.28985	-0.156827	0.621168
4.8693	-0.992241	1.38026	-2.56346	13.7299	-4.998	-6.8575	4.28985	-0.761729	0.621168
4.8700	-3.76367	1.66916	-2.56346	12.504	-6.5212	-8.38276	6.12165	-1.38904	0.621168
4.8707	-1.91605	1.99015	-0.140463	12.504	-6.83853	-8.38276	7.02972	-1.68028	0.621168
4.8713	-0.376367	-2.27904	-0.140463	11.297	-8.96466	-10.2056	4.58732	-4.1223	0.621168
4.8720	1.43704	-1.05927	0.491622	11.297	-9.58346	-10.5157	2.75553	-4.43595	0.310584
4.8727	4.17425	6.25934	2.0016	12.2023	-7.14	-6.8575	-2.73987	-1.07538	0.310584
4.8733	3.5926	8.69888	1.68556	12.2023	-7.44146	-3.49695	-4.57167	0.448076	0.621168
4.8740	-1.60811	11.1384	-0.737433	11.9005	-9.58346	-3.49695	2.45805	-2.28519	0.621168
4.8747	-3.76367	19.6768	-1.3344	12.504	-8.66319	-2.88932	8.86152	-2.28519	0.310584
4.8753	-4.34533	23.3361	-1.96649	12.504	-8.36173	-1.97169	11.3039	0.761729	0.310584
4.8760	-4.03739	16.9163	-2.8795	11.297	-9.26613	-3.49695	11.617	2.28519	0.310584
4.8767	4.48219	8.69888	1.08859	12.8058	-7.14	-2.88932	10.6933	3.80864	0.621168
4.8773	10.6067	1.05927	4.45971	12.8058	-7.44146	-3.49695	7.34285	1.68028	0.621168
4.8780	8.14322	-4.75068	3.5467	9.76937	-11.1067	-9.3004	-0.908071	-3.5174	0.310584
4.8787	7.25362	-1.05927	4.45971	9.76937	-9.88493	-11.1233	-6.40347	-3.80864	0.621168
4.8793	3.5926	6.86922	4.45971	10.3729	-7.44146	-8.99039	-6.40347	-2.91249	0.621168
4.8800	-2.83986	6.54823	5.96969	7.93997	-10.4879	-11.1233	-5.18227	-5.04085	-0.310584
4.8807	-0.684304	1.99015	10.8508	7.61935	-11.1067	-11.1233	-4.25854	-2.91249	-0.621168
4.8813	5.09807	2.88893	6.8827	10.0711	-6.5212	-4.10458	-3.03734	4.7272	0.310584
4.8820	2.36085	3.49881	-4.10855	8.84524	-4.998	-1.66167	-3.35047	8.08777	0.621168
4.8827	-1.30018	5.32846	-6.53155	8.54348	-4.07773	-1.97169	-3.03734	8.69267	0.310584
4.8833	-1.30018	12.6471	-4.38948	11.297	-1.03133	0.47122	0.0156564	11.4483	0.310584
4.8840	-4.03739	14.4767	-5.02156	10.0711	-2.856	-1.97169	-3.03734	9.00632	0.621168
4.8847	-3.1478	10.2075	-4.10855	8.54348	-5.29946	-5.62984	-8.83021	3.20374	0.621168
4.8853	3.28466	8.69888	-1.05348	10.0711	-3.4748	-4.41459	-8.83021	2.59884	0.621168
4.8860	3.86632	6.54823	-0.737433	9.44875	-4.998	-4.41459	-9.14333	1.05298	0.621168
4.8867	0.513228	3.20992	-2.24741	7.93997	-6.83853	-3.18694	-9.75393	-0.156827	0.310584
4.8873	1.1291	4.42969	-1.65044	9.44875	-3.77626	2.91413	-3.96107	4.1223	0.310584
4.8880	1.74498	4.71858	-1.3344	9.76937	-3.17333	5.35703	0.923727	6.56431	0.621168
4.8887	0.513228	0.449388	-1.3344	7.93997	-4.998	2.91413	0.626256	5.3321	0.621168
4.8893	3.5926	0.449388	1.08859	8.84524	-2.856	2.91413	0.923727	7.77412	0.621168
4.8900	5.09807	1.66916	1.08859	9.14699	-1.65013	1.99649	-1.20554	10.821	0.931752
4.8907	-0.102646	0.77038	-3.19554	6.71408	-4.07773	-2.2817	-5.18227	9.00632	0.621168
4.8913	-0.684304	2.27904	-2.8795	7.01584	-3.17333	-1.66167	-3.64794	8.08777	0.621168
4.8920	2.66879	2.27904	-1.05348	7.61935	-1.9516	-0.136406	1.84745	9.00632	0.621168
4.8927	1.1291	-2.60003	-2.8795	5.4882	-4.998	-2.88932	5.19792	7.48287	0.621168
4.8933	2.66879	-5.64945	-3.47647	5.4882	-5.29946	-3.18694	6.12165	7.77412	0.621168
4.8940	5.09807	-4.14079	-1.65044	6.71408	-3.77626	-0.446419	6.73225	9.00632	0.621168
4.8947	-0.684304	-1.99015	-2.24741	5.4882	-6.5212	-2.2817	7.95345	5.937	0.621168
4.8953	-4.03739	1.38026	-0.737433	6.41233	-6.21973	-1.97169	13.1357	5.3321	0.621168
4.8960	0.205291	4.71858	3.82763	8.84524	-2.856	1.38886	18.318	7.77412	0.621168
4.8967	-0.102646	1.99015	4.45971	7.3176	-5.91826	-1.97169	15.5781	4.7272	0.310584
4.8973	-3.1478	0.77038	3.82763	5.18644	-9.58346	-7.15511	9.78525	-1.07538	0.621168
4.8980	-2.22399	5.93835	6.28574	6.09171	-7.74293	-5.62984	9.17465	-1.68028	0.621168
4.8987	-2.22399	6.25934	6.60178	4.88468	-7.74293	-5.62984	11.0064	-2.28519	0.621168
4.8993	-2.83986	4.10869	6.60178	3.6588	-8.36173	-7.46512	12.8226	-3.80864	0.621168
4.9000	-0.102646	5.03957	8.11176	4.58293	-6.5212	-5.62984	13.4332	-2.59884	0.621168
4.9007	-0.102646	1.99015	6.28574	4.26231	-7.14	-6.23747	8.25092	-4.1223	0.621168
4.9013	-0.684304	-1.05927	5.65365	3.96055	-7.74293	-7.15511	3.06865	-4.43595	0.310584
4.9020	1.43704	-0.77038	7.19875	4.58293	-5.6168	-5.02222	4.90045	-1.68028	0.310584
4.9027	0.513228	-3.49881	6.60178	3.96055	-5.91826	-5.02222	11.617	-1.68028	0.621168
4.9033	-3.76367	-4.75068	4.74064	3.35704	-7.14	-6.8575	16.7993	-2.91249	0.621168
4.9040	-2.83986	0.160496	5.05668	5.4882	-4.07773	-4.10458	16.1887	0.448076	0.621168
4.9047	-0.102646	2.27904	5.65365	7.01584	-1.65013	1.07885	11.0064	2.89009	0.621168
4.9053	-3.1478	1.05927	3.82763	5.4882	-3.77626	0.781234	7.34285	0.761729	0.621168
4.9060	-5.26914	5.03957	3.5467	4.88468	-3.17333	0.781234	8.25092	1.36663	0.621168
4.9067	-1.91605	7.768	4.45971	6.71408	-0.4284	3.21174	8.56405	4.7272	0.621168
4.9073	-0.992241	2.60003	2.63369	6.41233	-1.65013	1.07885	3.67925	3.80864	0.621168
4.9080	-1.91605	1.38026	3.82763	6.71408	-1.65013	0.161207	3.97672	3.20374	0.621168
4.9087	-2.83986	4.42969	5.65365	7.61935	-0.111067	0.781234	11.0064	3.49499	0.621168
4.9093	-6.19295	0.449388	2.91461	4.26231	-3.17333	-3.80696	10.0827	-1.38904	0.621168
4.9100	-6.50089	-2.88893	7.51479	2.75353	-5.29946	-5.62984	5.19792	-5.04085	-0.621168
4.9107	-3.1478	1.66916	13.3089	5.18644	-2.856	-1.66167	7.34285	-1.68028	-0.621168
4.9113	-2.22399	3.49881	8.4278	7.01584	-1.65013	-0.446419	7.95345	0.156827	0.621168
4.9120	-0.992241	1.99015	4.74064	6.41233	-1.65013	-1.05405	3.67925	-0.156827	0.621168
4.9127	-0.102646	0.77038	5.37272	5.78995	-1.3328	-1.66167	1.53433	-1.99394	0.310584
4.9133	-0.992241	-4.75068	3.82763	3.35704	-4.07773	-5.93986	0.0156564	-7.16921	0.310584
4.9140	-2.22399	-10.2396	1.68556	1.22589	-6.83853	-9.90803	0.0156564	-11.4483	0.621168
4.9147	-1.30018	-7.47911	3.23066	3.96055	-4.69653	-7.15511	8.25092	-8.08777	0.621168
4.9153	-0.102646	-3.20992	5.37272	6.41233	-1.3328	-1.97169	15.5781	-3.5174	0.621168
4.9160	-0.376367	-2.27904	5.37272	6.09171	-1.3328	-1.36406	13.7463	-3.80864	0.621168
4.9167	-1.60811	-2.60003	4.14367	6.09171	-1.65013	-2.2817	11.617	-4.7272	0.621168
4.9173	-4.34533	-4.75068	1.40463	4.88468	-2.55453	-2.88932	8.86152	-5.35451	0.310584
4.9180	-6.19295	-8.08899	-0.737433	3.6588	-2.55453	-4.10458	2.14493	-5.04085	0.621168
4.9187	-2.83986	-7.8001	0.491622	5.4882	0.1904	-3.49695	0.626256	-2.28519	0.621168
4.9193	2.97672	-6.25934	2.91461	7.93997	2.93533	-0.446419	3.06865	1.36663	0.621168
4.9200	4.48219	-8.08899	2.31765	8.54348	2.63387	0.161207	3.36612	2.89009	0.621168
4.9207	2.36085	-11.4594	-1.3344	7.3176	0.793333	-2.57931	3.97672	2.89009	0.310584
4.9213	2.36085	-12.9681	-3.79251	7.3176	0.1904	-2.57931	4.90045	2.89009	0.310584
4.9220	3.86632	-13.8989	-4.38948	7.93997	1.11067	0.161207	3.97672	1.97153	0.310584
4.9227	2.66879	-14.5088	-4.70552	8.24172	2.3324	2.3065	3.06865	-1.07538	0.621168
4.9233	0.205291	-8.08899	-1.65044	11.5988	5.3788	6.57228	8.25092	3.20374	0.621168
4.9240	-2.83986	-1.38026	2.0016	13.4282	5.98173	7.17991	15.265	13.8904	0.310584
4.9247	-4.9612	-1.38026	3.82763	12.504	3.8556	2.91413	17.0968	21.5076	0.310584
4.9253	-5.26914	-1.05927	5.05668	12.504	5.07733	1.99649	17.7074	30.962	0.310584
4.9260	-5.88502	-1.66916	3.82763	12.2023	5.3788	1.99649	17.7074	36.1597	0.621168
4.9267	-8.31429	-6.25934	1.08859	10.6746	2.63387	-1.05405	13.1357	26.3917	0.621168
4.9273	-6.19295	-6.58033	1.68556	11.9005	4.76	-0.136406	11.3039	5.64576	0.621168
4.9280	-0.102646	-3.49881	1.08859	14.3334	9.04399	5.65464	11.0064	-35.8685	0.931752
4.9287	2.05291	-5.64945	-3.47647	14.0317	8.4252	7.48992	2.14493	-73.7085	0.621168
4.9293	2.36085	-9.62975	-7.16363	13.1264	7.82226	7.17991	-7.60901	-73.9997	0.310584
4.9300	2.97672	-9.91864	-7.7606	12.504	7.20346	4.12938	-9.75393	-47.4512	0.621168
4.9307	0.821165	-10.8495	-7.16363	10.9764	3.53826	-3.49695	-7.60901	-22.4262	0.621168
4.9313	0.821165	-10.8495	-5.02156	11.5988	1.7136	-5.62984	-3.96107	-8.69267	0.621168
4.9320	4.79013	-8.69888	-4.10855	12.8058	3.2368	-0.744032	-0.594943	41.0437	0.310584
4.9327	4.48219	-10.5285	-5.30249	11.5988	1.41213	2.60411	-0.908071	87.7332	0.310584
4.9333	1.43704	-12.0693	-2.24741	10.9764	2.01507	4.43939	-1.51867	65.4639	0.621168
4.9340	-0.376367	-9.62975	-1.65044	11.5988	6.60053	5.04702	-0.297471	25.4731	0.621168
4.9347	-2.22399	-8.69888	-2.8795	11.9005	7.50493	1.38886	2.45805	-0.761729	0.621168
4.9353	-2.53193	-5.97045	-0.737433	13.7299	8.12373	0.781234	7.64032	7.48287	0.621168
4.9360	-2.53193	-3.8198	4.14367	14.9558	8.4252	2.3065	10.0827	32.4855	0.310584
4.9367	-3.1478	-4.75068	18.4709	14.9558	6.902	2.91413	8.56405	-0.156827	0.310584
4.9373	-1.60811	-6.58033	32.2363	15.5593	5.98173	3.52175	4.58732	-80.4296	0.310584
4.9380	-0.992241	-9.62975	30.0943	14.0317	3.8556	1.07885	-2.42674	-137.178	0.621168
4.9387	-0.684304	-10.8495	22.439	10.9764	2.63387	-1.05405	-5.47974	-109.711	0.621168
4.9393	1.43704	-9.62975	20.3321	9.76937	2.93533	0.781234	-4.25854	-17.2509	0.621168
4.9400	4.17425	-8.08899	20.016	10.9764	2.3324	2.60411	-4.25854	90.1753	0.310584
4.9407	3.86632	-8.40998	20.613	11.5988	-0.4284	2.3065	-4.86914	128.934	0.310584
4.9413	1.74498	-9.30876	27.6362	9.44875	-3.77626	1.68647	-3.64794	72.4763	-0.621168
4.9420	2.05291	-8.69888	35.8884	9.14699	-4.07773	1.99649	0.0156564	41.6486	-0.931752
4.9427	3.28466	-7.47911	33.7463	11.5988	-2.25307	1.38886	4.58732	67.5922	0.310584
4.9433	2.97672	-6.58033	31.0073	13.1264	-1.65013	2.91413	6.73225	102.072	0.621168
4.9440	2.05291	-6.25934	23.3871	12.504	-1.3328	5.96466	5.51105	134.109	0
4.9447	3.5926	-5.64945	-27.882	12.2023	-0.729866	8.40756	3.97672	160.366	-0.310584
4.9453	3.28466	-5.97045	-85.8933	12.2023	-0.729866	6.27467	3.97672	156.401	0.310584
4.9460	-0.992241	-7.19021	-75.4991	10.6746	-2.55453	1.68647	3.06865	62.3946	0.621168
4.9467	-0.684304	-4.42969	-34.6242	11.9005	-1.9516	2.91413	4.58732	-71.2665	0.310584
4.9473	0.821165	-1.38026	-16.6098	13.4282	-1.03133	3.21174	7.34285	-110.63	0.621168
4.9480	-1.60811	-2.27904	-6.84759	11.9005	-3.17333	-0.136406	5.19792	-97.815	0.310584
4.9487	-1.30018	-2.88893	-0.140463	11.5988	-3.17333	-0.136406	4.28985	-121.003	0.310584
4.9493	1.74498	-2.60003	-4.70552	12.504	-1.03133	1.68647	6.73225	-164.041	0.621168
4.9500	2.66879	-5.64945	-12.3257	12.8058	-1.65013	0.161207	5.80852	-162.203	0.931752
4.9507	3.5926	-9.91864	-10.4996	12.8058	-2.55453	-1.66167	4.58732	-80.116	0.621168
4.9513	6.02188	-10.5285	-8.98965	12.2023	-1.9516	-1.36406	7.95345	-25.4955	0.621168
4.9520	6.02188	-11.7483	-15.3807	10.0711	-2.856	-1.05405	7.64032	-115.2	0.621168
4.9527	4.17425	-12.6792	-7.16363	8.24172	-4.69653	0.47122	3.06865	-251.617	0.621168
4.9533	2.36085	-7.19021	16.364	10.3729	-4.39506	2.60411	5.80852	-225.673	0.621168
4.9540	-1.91605	0.77038	31.9203	11.5988	-6.21973	1.07885	13.1357	-109.711	0.931752
4.9547	-6.50089	5.64945	31.6043	10.0711	-8.36173	-3.18694	14.9675	-38.6017	0.621168
4.9553	-5.88502	8.37788	23.3871	10.3729	-7.14	-5.02222	15.265	70.9528	0.621168
4.9560	-6.19295	8.69888	15.451	13.4282	-4.998	-4.41459	17.4099	189.671	0.621168
4.9567	-7.73264	6.54823	-1.96649	14.3334	-3.17333	-3.80696	18.9286	216.219	0.931752
4.9573	-5.26914	1.05927	-33.3952	11.9005	-0.111067	-2.2817	13.7463	132.294	0.621168
4.9580	1.74498	-5.36056	-56.8877	9.14699	4.15706	0.47122	1.84745	0.761729	0.621168
4.9587	8.45116	-9.30876	-52.6035	7.93997	4.15706	0.781234	-7.60901	-45.0092	0.621168
4.9593	11.4963	-10.2396	-54.1486	9.14699	-0.4284	-2.57931	-7.31154	12.3445	0.621168
4.9600	11.4963	-9.01987	-77.3251	8.54348	-2.856	-5.33223	-6.70094	62.7082	0.310584
4.9607	7.25362	-9.30876	-63.9108	7.3176	-2.55453	-7.76273	-10.0514	84.0814	0.310584
4.9613	2.66879	-8.08899	-9.27058	11.297	0.1904	-6.23747	-7.60901	143.272	0.310584
4.9620	4.48219	-4.14079	23.6681	17.6905	4.45853	0.161207	-0.297471	243.059	0
4.9627	7.25362	-4.42969	21.8421	19.8405	5.68026	2.60411	0.923727	222.022	0.310584
4.9633	6.32981	-6.25934	1.40463	18.3128	4.45853	1.07885	0.0156564	1.97153	0.621168
4.9640	5.09807	-5.36056	-19.9809	14.9558	4.45853	0.161207	0.923727	-152.749	0.931752
4.9647	3.5926	-3.49881	-21.1749	12.504	3.53826	-0.744032	2.45805	-109.106	0.310584
4.9653	2.05291	-1.99015	-11.1317	11.5988	3.8556	-0.744032	4.90045	-71.5577	0.310584
4.9660	2.66879	0.160496	5.37272	10.0711	6.902	1.07885	6.12165	-87.1283	0.621168
4.9667	4.48219	0.449388	30.6912	6.41233	7.50493	3.52175	4.28985	-16.9373	0.621168
4.9673	6.02188	-2.27904	42.9116	2.75353	5.07733	4.12938	1.84745	131.981	0.621168
4.9680	3.5926	-6.25934	37.1174	1.22589	4.15706	0.781234	-1.20554	216.51	0.310584
4.9687	-0.684304	-7.19021	45.0536	4.26231	7.20346	0.161207	-1.51867	136.26	0.310584
4.9693	1.74498	-2.27904	82.8734	10.3729	12.6933	6.8823	2.45805	9.29757	0.310584
4.9700	6.32981	0.77038	124.977	13.4282	12.3919	11.7681	2.45805	-18.1695	-0.621168
4.9707	3.86632	-1.66916	128.348	12.8058	6.29906	7.48992	0.313128	-8.08777	-0.310584
4.9713	1.74498	-1.66916	101.801	14.3334	4.76	2.60411	3.36612	-12.3669	0.931752
4.9720	4.17425	0.77038	105.453	14.6541	4.45853	1.99649	5.80852	-85.6049	0.621168
4.9727	3.28466	-1.05927	123.467	10.6746	-1.3328	-0.446419	3.67925	-129.852	0.310584
4.9733	3.86632	-1.05927	132	7.93997	-1.9516	-1.36406	2.75553	101.153	0.621168
4.9740	7.83528	1.66916	170.171	5.78995	0.491866	1.07885	4.28985	221.103	0.310584
4.9747	7.25362	-1.05927	212.275	-1.52764	-2.55453	-0.136406	3.06865	-6.87796	0.310584
4.9753	3.86632	-4.75068	238.507	-10.3729	-7.44146	-4.7122	0.626256	52.3353	0.621168
4.9760	4.48219	-2.60003	268.109	-14.9558	-10.1864	-6.23747	-0.297471	332.786	0.621168
4.9767	6.94569	-0.77038	231.8	-15.8799	-13.2328	-7.46512	-3.64794	304.4	0.310584
4.9773	4.17425	-1.99015	141.482	2.13116	-13.2328	-8.99039	-6.40347	55.0685	0.621168
4.9780	1.1291	-1.99015	110.966	41.5104	-7.14	-6.54748	-6.70094	-204.323	0.621168
4.9787	1.74498	-0.449388	107.595	64.9908	-1.65013	-1.97169	-6.40347	-200.043	0.310584
4.9793	0.205291	-0.77038	88.9835	61.0303	-1.65013	-0.446419	5.51105	29.4386	0.621168
4.9800	-5.88502	-2.27904	83.7864	48.828	-4.998	-2.88932	17.0968	109.398	0.621168
4.9807	-7.11676	-0.160496	63.0329	37.2292	-2.856	-3.49695	11.9145	75.2319	0.310584
4.9813	-2.53193	2.60003	20.613	24.4046	2.63387	0.47122	4.90045	46.219	0.621168
4.9820	0.513228	1.38026	-59.3458	9.76937	6.29906	2.91413	3.67925	12.6581	0.621168
4.9827	1.74498	-0.160496	-266.248	-1.52764	11.4875	3.21174	1.23686	50.2069	0.310584
4.9833	2.36085	-1.05927	-527.475	-11.297	16.66	2.91413	-0.594943	113.677	0.310584
4.9840	1.43704	-2.88893	-617.793	-22.594	16.9773	2.3065	-1.51867	128.62	0.310584
4.9847	0.821165	-2.27904	-505.176	-30.8169	17.2788	1.68647	-1.81614	85.8961	0.621168
4.9853	2.66879	0.160496	-346.488	-34.4945	19.1035	1.38886	0.923727	12.6581	0.621168
4.9860	2.66879	0.449388	-234.504	-40.2845	16.9773	0.47122	2.14493	-7.16921	0.621168
4.9867	-0.102646	-1.05927	-176.211	-42.1139	13.9151	-0.744032	-0.594943	-31.5893	0.310584
4.9873	-1.60811	-1.99015	-149.348	-26.2528	11.4875	-1.05405	-1.51867	-186.624	0.310584
4.9880	-0.992241	0.160496	-133.475	-5.80881	11.1701	-0.136406	1.23686	-323.959	0.621168
4.9887	0.205291	2.88893	-131.649	4.26231	25.8309	1.68647	3.97672	-270.548	0.621168
4.9893	-0.102646	3.49881	-134.107	2.75353	42.602	2.3065	3.36612	-130.457	0.621168
4.9900	-0.102646	2.88893	-130.139	-2.13116	45.9657	1.07885	2.75553	27.9151	0.931752
4.9907	-1.30018	0.77038	-129.226	-3.96055	45.6642	-0.136406	1.23686	90.7802	0.931752
4.9913	-5.26914	-3.20992	-125.258	-6.41233	45.0454	-0.446419	-3.03734	22.7398	0.621168
4.9920	-4.9612	-3.20992	-100.853	-11.297	44.141	0.47122	-2.12927	13.5767	0.621168
4.9927	-2.83986	-0.449388	-62.6818	-16.7852	43.2208	1.07885	3.36612	76.7554	0.621168
4.9933	-5.88502	-0.160496	-26.372	-25.0269	35.5889	0.47122	4.28985	102.99	0.621168
4.9940	-7.73264	0.160496	5.96969	-33.5704	23.3875	-0.136406	0.923727	28.2288	0.621168
4.9947	-4.65327	3.20992	32.5173	-33.8722	11.7889	2.91413	-3.35047	-102.699	0.621168
4.9953	-3.76367	3.49881	39.8565	-30.8169	0.491866	6.27467	-8.21961	-168.32	0.621168
4.9960	-3.76367	2.27904	34.0624	-28.6857	-8.0444	7.79994	-7.60901	-133.818	0.621168
4.9967	0.205291	4.42969	50.8477	-24.7252	-14.4545	10.2304	-1.81614	-77.6739	0.621168
4.9973	-0.992241	3.20992	93.8646	-23.1975	-23.0067	7.79994	2.75553	-122.526	0.621168
4.9980	-5.26914	-1.38026	124.064	-26.2528	-29.1153	3.83177	3.36612	-158.843	0.621168
4.9987	-3.1478	-1.99015	135.688	-28.0822	-27.8936	6.8823	2.75553	-9.00632	0.621168
4.9993	-0.684304	-0.160496	150.928	-27.4598	-29.1153	9.62282	2.75553	94.4544	0.621168
5.0000	-2.22399	-0.449388	170.171	-25.9511	-35.8269	9.01519	2.75553	5.937	-0.310584
5.0007	-1.60811	-1.38026	175.052	-22.8958	-36.7313	9.3252	7.95345	-70.0343	-0.621168
5.0013	-1.91605	-2.27904	142.992	-21.6699	-33.082	4.7494	15.8756	-99.0248	0.310584
5.0020	-4.9612	-3.20992	96.0067	-24.1028	-37.3501	-1.97169	15.265	-163.436	0.621168
5.0027	-5.88502	-3.49881	68.827	-26.5546	-43.7602	-5.33223	8.86152	-191.508	0
5.0033	-2.83986	-3.20992	40.7695	-28.0822	-39.4921	-4.7122	6.12165	-84.0814	0.310584
5.0040	0.205291	-3.8198	1.08859	-25.9511	-29.4168	-3.18694	5.19792	60.2662	0.621168
5.0047	-0.376367	-4.75068	-28.198	-8.84524	-24.5299	-4.10458	3.36612	91.3851	0.621168
5.0053	-4.34533	-3.20992	-59.0297	18.6146	-23.3081	-2.57931	3.06865	-27.3102	0.621168
5.0060	-8.62223	1.38026	-88.6324	28.6857	-21.4835	0.781234	1.84745	-199.439	0.621168
5.0067	-13.8229	5.93835	-76.4121	21.6699	-20.8647	1.38886	1.84745	-211.94	0.621168
5.0073	-17.176	9.30876	-28.5141	17.3887	-19.04	0.781234	7.95345	-32.5079	0.621168
5.0080	-16.5602	12.9681	22.7551	17.3887	-13.8516	0.781234	14.3569	117.642	0.621168
5.0087	-14.7468	10.5285	53.2707	12.2023	-10.1864	-0.136406	18.0205	141.435	0.621168
5.0093	-8.93017	1.66916	50.5317	1.8294	-9.58346	-1.05405	16.1887	197.288	0.621168
5.0100	-1.91605	-6.25934	41.3665	-4.88468	-6.5212	-0.744032	1.53433	178.984	0.310584
5.0107	-4.03739	-8.08899	50.5317	-8.84524	-2.25307	2.3065	-2.42674	-90.4889	0.621168
5.0113	-11.0857	-4.75068	60.6099	-4.28117	-2.25307	5.65464	13.4332	-269.316	0.621168
5.0120	-10.4699	-0.160496	55.0967	23.1975	-5.6168	6.57228	16.1887	-189.066	0.621168
5.0127	-4.34533	0.449388	51.4447	56.1456	-11.7096	5.96466	3.36612	-117.956	0.621168
