MR32 ASCII
Name	TYR30_fast
Frequency	1500
Date	26-08-2015 09:39:37
"Time,s"	"RT MED. GASTRO,uV"	"RT LAT. GASTRO,uV"	"RT BICEPS FEM.,uV"	"RT VMO,uV"	"RT VLO,uV"	"RT RECTUS FEM.,uV"	"RT SOLEUS,uV"	"RT SEMITEND.,uV"	"Channel 12,uV"
0.0000	-5.89467	-0.431684	-24.5719	-0.98445	-66.3978	5.6711	-16.0788	1.46647	-9754.13
0.0007	-8.03148	0.166032	-7.19536	-1.32687	-59.3827	12.997	-15.7802	-0.366618	-10191.2
0.0013	-11.3841	0.166032	1.02791	-0.98445	-60.9006	23.0563	-16.699	0.244412	-9537.48
0.0020	-12.8946	-0.730542	-0.489481	-0.0856043	-60.6134	43.2119	-14.2642	4.80677	-9892.72
0.0027	-14.1104	-3.48668	-12.0902	3.895	-30.0913	53.5872	-12.128	11.854	-9825.81
0.0033	-11.6788	-3.18782	-8.12538	6.93395	22.0916	40.7575	-11.5078	18.8605	-9793.64
0.0040	-10.1683	-1.95918	9.59382	5.09346	46.2139	16.9575	-12.128	16.4164	-9816.26
0.0047	-14.4419	-4.0844	30.0541	2.35412	41.9268	-2.26844	-18.8352	4.52163	-9815.62
0.0053	-14.1104	-5.01418	70.632	0.513626	29.7221	-15.3956	-24.0263	-4.31795	-9805.42
0.0060	-4.05258	-4.0844	122.174	-4.96505	10.8099	-22.108	-23.4062	-6.76207	-9794.91
0.0067	5.41573	-4.0844	132.551	-14.1247	-5.0665	-23.6327	-27.0813	-3.42177	-9914.38
0.0073	9.06305	-3.18782	62.7025	-3.12456	-11.774	-22.108	-23.1076	2.68853	-9636.25
0.0080	11.1999	-5.31304	9.30013	28.2922	-12.0817	-20.2672	-5.09928	2.0775	-9841.11
0.0087	13.6314	-7.13939	36.76	39.2924	-10.8714	-16.9203	2.52667	-0.366618	-10439.4
0.0093	10.9051	-5.61189	70.9257	31.9732	-20.3275	-13.5549	-6.01807	2.36265	-5983.23
0.0100	-0.0736833	-4.38325	123.741	25.5529	-33.1476	-12.0302	-13.644	8.47296	-54.1613
0.0107	-6.48413	-0.730542	182.919	5.69269	-37.4142	-7.7536	-2.36588	20.6936	110.553
0.0113	-8.62095	0.166032	167.353	19.4322	-47.4856	-3.17953	10.4512	30.4701	-276.86
0.0120	-11.3841	-3.18782	125.845	105.208	-56.6341	-3.79313	-2.04431	31.3662	79.0118
0.0127	-8.32622	-1.36147	86.1975	155.543	-48.101	-2.26844	-11.2092	33.5252	11.1509
0.0133	-6.1894	1.39467	-16.985	119.247	-35.2809	6.58219	-5.39789	39.5948	-20.3901
0.0140	-5.89467	1.09581	-104.259	74.3901	-25.8248	20.918	0.689092	45.4199	2.23017
0.0147	-3.13154	-0.132826	-108.812	40.1912	-36.4911	31.2933	17.7786	49.9823	-0.637192
0.0153	-9.54199	-0.730542	-169.262	-11.685	-59.6904	28.8575	22.6711	49.9823	-0.637192
0.0160	-19.0103	2.32445	-297.408	-57.4833	-53.5777	20.323	3.74407	41.4279	-0.318596
0.0167	-17.463	-0.431684	-355.999	-70.8804	-46.5626	12.997	1.01067	19.4715	0
0.0173	-17.1682	-11.7219	-344.741	-77.0011	-59.6904	4.44391	9.55541	-8.31002	0
0.0180	-24.205	-13.8471	-253.796	-68.141	-62.7467	5.9686	9.23383	-28.1481	-0.318596
0.0187	-22.0682	-8.36803	-113.119	-12.2842	-56.3264	13.2945	11.6916	-39.106	-0.318596
0.0193	-16.8735	-12.9505	-66.0799	32.2728	-42.2961	9.01798	18.996	-40.0429	0
0.0200	-21.7366	-20.8869	-83.7991	46.9112	-13.0047	7.80938	4.66286	-28.7592	0
0.0207	-24.4997	-17.533	-56.6329	75.8882	9.27149	12.6809	-25.5423	-22.934	-0.318596
0.0213	7.55254	-8.96575	-8.41907	87.188	8.67664	13.6106	-12.4266	-24.1561	0
0.0220	60.3467	-1.36147	12.6286	54.5299	4.08192	18.1847	15.6424	-19.3086	0.318596
0.0227	43.8784	4.74853	15.076	2.65373	12.6355	17.255	14.425	-16.8644	0
0.0233	-15.0314	13.9135	9.88751	-47.382	44.3678	8.10688	36.7056	-18.3717	0
0.0240	-19.5998	14.5112	4.9927	-85.8611	89.5356	3.21672	79.4293	-16.8644	0.318596
0.0247	-13.1893	1.39467	7.14642	-111.5	97.4738	-6.8425	80.9683	-20.8158	0
0.0253	-46.7889	-3.18782	14.7823	-112.099	60.8596	-22.7216	58.3661	-22.323	0
0.0260	-71.8044	0.166032	20.5582	-96.8185	41.0243	-30.345	38.5432	-14.4203	0
0.0267	-53.4941	2.92217	19.6771	-92.2386	55.9777	-27.9092	7.41922	-11.0393	0
0.0273	-24.7944	13.9135	18.1108	-81.2813	64.8184	-24.8413	-19.754	-13.8093	0.318596
0.0280	-35.7733	21.8499	32.1589	-46.7828	45.2908	-28.2067	-5.71946	-16.5386	0.318596
0.0287	-73.0202	2.32445	55.6539	-12.5838	13.2509	-33.3944	59.6065	-16.5386	0
0.0293	-54.0836	-26.3659	67.891	2.95335	-14.5226	-22.7216	130.101	-9.53208	0.318596
0.0300	-0.405258	-33.3725	62.9962	-3.12456	-32.2246	0.483438	142.918	0.855443	0.318596
0.0307	33.4891	-35.5309	51.9828	-13.2259	-38.6244	5.355	72.7222	5.13266	0
0.0313	63.6992	-35.8298	49.2417	-18.1053	-35.8963	-6.545	-20.9714	5.41781	0
0.0320	45.6837	-19.3594	56.2903	-29.0627	-32.2246	-15.0795	-69.805	2.68853	0
0.0327	22.5103	5.67831	56.584	-38.2223	-23.0762	-17.5339	-83.2194	-0.366618	0.318596
0.0333	48.7415	38.0214	48.3607	-40.3624	-13.3124	-9.59438	-74.0774	2.0775	0.318596
0.0340	36.8417	53.8941	45.5706	-42.8022	2.25634	1.39453	-37.7622	1.14059	0
0.0347	9.98409	39.25	48.9481	-43.7438	48.3471	5.355	1.60788	-4.31795	0.318596
0.0353	52.7204	34.0698	47.137	-36.0822	96.2635	5.355	-0.82691	-6.47693	0.318596
0.0360	123.199	38.0214	42.8296	-23.584	120.673	5.6711	-20.3512	-2.48486	0
0.0367	157.388	27.3289	55.0666	-12.5838	135.011	10.5427	-23.4062	6.02884	0
0.0373	170.209	9.96194	76.1142	0.513626	138.683	12.997	-54.8517	12.1391	0
0.0380	150.682	-19.0605	65.4436	6.63433	120.058	5.355	-86.5729	9.69502	0
0.0387	69.4834	-46.1902	41.9485	1.45527	74.2745	-2.26844	-30.4349	7.2509	0
0.0393	42.0363	-58.709	69.702	-2.82494	26.6658	-0.743751	56.5515	6.35472	0
0.0400	30.726	-56.285	139.894	-5.56428	-7.81513	4.76	98.655	4.80677	-0.318596
0.0407	-86.4674	-29.1221	150.858	-7.70439	-35.2809	0.483438	123.692	8.47296	-0.318596
0.0413	-93.762	-7.13939	46.5007	-5.56428	-63.362	-11.1191	104.145	12.465	0.318596
0.0420	61.2677	2.62331	-72.1984	-1.32687	-95.402	-15.3956	54.4153	9.08399	0
0.0427	166.856	13.3158	-111.895	0.513626	-101.186	-12.6438	32.7319	2.68853	0
0.0433	196.771	24.606	-85.9528	1.11286	-65.803	-11.7327	20.8335	-2.81074	0
0.0440	193.087	42.9028	-41.0674	2.95335	-29.7836	-10.208	-13.9426	-2.81074	0.318596
0.0447	132.962	50.5402	-19.0897	3.895	-15.7533	-6.22891	-71.0224	-0.0814708	0
0.0453	-8.03148	31.0148	-20.9498	4.19461	-13.5996	-4.40672	-87.4917	1.75162	0
0.0460	-115.13	8.43444	-20.0198	4.79384	-14.5226	-3.79313	-70.1036	1.46647	0.318596
0.0467	-92.841	-2.5569	-8.71275	5.09346	-14.5226	-2.88203	-57.2865	-5.25486	0.318596
0.0473	-82.7832	-9.89553	-5.04165	5.69269	-13.0047	-2.26844	-19.1338	-6.47693	0.318596
0.0480	-193.271	-7.77031	-23.3972	7.83279	-9.02535	-0.427657	3.14685	3.29957	0.318596
0.0487	-255.534	-6.54167	-42.9274	9.07406	-5.0665	1.09703	-27.0813	6.63987	0
0.0493	-205.466	-22.4144	-31.9141	7.83279	-6.27672	-1.97094	-80.7846	0.52956	0
0.0500	-163.945	-27.5946	-13.9012	6.0351	-11.1586	-6.22891	-135.108	-4.31795	0.318596
0.0507	-133.735	-7.43825	-9.93646	8.13241	-13.3124	-5.61532	-161.041	-2.19971	0
0.0513	-112.699	9.33102	33.3826	12.113	-11.4663	-3.17953	-136.027	3.29957	0.318596
0.0520	-111.778	-0.431684	108.469	12.7122	-10.8714	-5.31782	-93.9003	4.80677	0.318596
0.0527	-63.8835	-21.1857	138.376	10.9145	-12.3893	-5.93141	-59.1241	3.58471	0
0.0533	76.2254	-31.8782	109.986	9.07406	-16.0405	-3.17953	-2.36588	0.52956	0
0.0540	218.729	-29.4209	82.8201	6.93395	-18.7891	-0.743751	57.7689	-1.58868	0.318596
0.0547	251.702	-12.9505	110.916	7.23356	-17.5789	1.69203	76.0758	-0.366618	0.318596
0.0553	213.829	8.43444	151.201	10.2725	-13.5996	3.53282	63.2587	2.0775	0.318596
0.0560	147.919	19.3926	146.306	12.4126	-12.3893	4.14641	50.7401	8.18781	0.318596
0.0567	169.914	20.6212	118.846	11.8134	-16.6559	5.0575	50.7401	10.0209	0.318596
0.0573	279.149	27.661	88.0086	9.9729	-18.7891	2.62172	56.8501	2.0775	0.318596
0.0580	84.4411	25.2037	-4.45427	10.9145	-15.138	-2.88203	83.1045	0.52956	0.318596
0.0587	-249.123	-8.06917	-120.119	12.7122	-11.774	-3.79313	127.046	7.86193	0
0.0593	-303.428	-26.3659	-114.636	11.8134	-9.02535	2.62172	140.46	11.5281	-0.318596
0.0600	-312.27	-4.71532	-55.4092	8.47483	-7.50745	12.6809	127.643	9.40987	0
0.0607	-347.085	11.7883	-86.8339	5.69269	-6.89208	15.1353	95.0028	8.79884	0
0.0613	-265.592	13.6147	-152.473	3.25296	-3.52809	7.19579	34.2708	10.3061	0
0.0620	-152.046	14.5112	-141.166	1.11286	-4.75882	0.167344	54.7139	9.69502	0
0.0627	-69.9623	1.69353	-78.0232	1.75489	8.67664	-2.56594	111.472	9.40987	0
0.0633	-44.6521	-8.66689	-34.3615	1.11286	47.1164	-6.545	60.2037	9.08399	0
0.0640	-94.6831	-11.423	-11.4538	-2.22571	70.3157	-11.7327	-21.27	4.80677	0.318596
0.0647	-143.83	-26.0671	4.9927	4.19461	70.3157	-14.1684	-41.1158	-1.30353	0.318596
0.0653	-99.8778	-20.588	-6.60799	16.9925	65.7415	-10.803	3.74407	-4.31795	0
0.0660	36.5469	5.04738	-33.4315	17.2921	55.67	-5.93141	43.7344	-3.42177	0
0.0667	160.74	17.5662	-20.0198	12.7122	41.0243	-3.49563	3.44546	-2.81074	0
0.0673	205.908	31.9114	1.95792	14.8523	27.2812	-0.743751	-71.9412	-3.42177	0
0.0680	187.598	45.6589	-16.6423	13.6539	16.3072	4.44391	-80.7846	-4.0328	0
0.0687	172.64	41.6741	-54.4792	8.47483	12.9432	10.8588	-57.2865	-0.692501	0.318596
0.0693	237.666	32.2103	-77.6806	4.19461	13.5585	12.6809	-71.6196	0.52956	0.318596
0.0700	154.035	31.6126	-71.9047	-0.98445	-5.96904	6.87969	-48.4432	-3.42177	0.318596
0.0707	-153.298	34.0698	-49.927	-5.9067	-34.9732	-0.743751	32.4333	-4.92898	-0.637192
0.0713	-255.829	23.0785	-35.8789	-7.10516	-60.3057	-6.22891	58.6877	-4.31795	-0.637192
0.0720	-167.335	5.67831	-35.8789	-7.40477	-96.6122	-8.98079	35.1896	-4.92898	0
0.0727	-172.198	-4.38325	-21.2435	-7.70439	-120.119	-7.4561	58.0675	-4.31795	0.318596
0.0733	-152.967	-12.0207	2.88794	3.895	-112.181	-1.35734	84.3219	-2.81074	0.318596
0.0740	-35.4785	-15.0757	5.33534	24.3116	-93.5559	8.42297	47.3866	-0.0814708	0.637192
0.0747	92.9884	-4.0844	37.6411	32.2728	-77.0847	13.9081	10.1526	2.0775	0.318596
0.0753	154.035	8.43444	143.858	29.8331	-64.5723	9.94766	11.37	-1.58868	0
0.0760	116.493	16.9685	260.746	25.5529	-56.9417	5.355	3.74407	-7.3731	0.318596
0.0767	61.2677	31.0148	328.784	16.3932	-49.6189	1.09703	-21.27	-8.92105	0.318596
0.0773	-2.83681	47.1864	362.656	4.79384	-29.476	-2.56594	-22.4874	1.14059	0.318596
0.0780	-151.456	56.3182	386.494	-3.46697	-7.19977	0.167344	-8.45286	20.3677	0.318596
0.0787	-219.797	53.2964	342.539	-8.64604	-0.184609	-0.130156	-19.1338	24.9708	0
0.0793	-108.72	43.5005	193.002	-12.2842	1.04612	-5.61532	-52.7155	28.3111	0
0.0800	-10.1683	34.6676	75.8205	-13.2259	5.31265	-5.02032	-71.6196	44.8089	0
0.0807	13.3367	19.7246	56.2903	-15.366	8.06128	-2.26844	-50.878	17.9236	0
0.0813	7.25781	-16.6032	11.1112	-13.2259	12.0201	-0.743751	-17.3192	-30.2664	0
0.0820	13.963	-56.5838	-186.345	-0.0856043	16.3072	-0.427657	-3.88189	-36.0915	0
0.0827	57.9151	-55.9861	-453.357	7.23356	18.7481	-1.65484	33.3521	-35.7657	0.318596
0.0833	75.8938	-21.7834	-512.878	5.09346	18.1327	-2.26844	114.826	-40.0429	0.318596
0.0840	114.983	-8.06917	-371.907	3.895	11.4253	-2.26844	185.32	-36.7026	0.318596
0.0847	217.218	-22.4144	-236.076	0.813241	4.69728	-1.65484	231.42	-36.7026	0
0.0853	266.328	-32.1771	-155.214	-2.22571	3.48707	1.39453	249.405	-13.1983	0
0.0860	263.271	-18.4296	-117.377	-4.66543	1.94865	4.14641	226.826	21.3046	0
0.0867	210.808	17.8651	-97.5535	-5.9067	-1.08714	3.83032	175.856	23.1377	0
0.0873	143.351	34.6676	-78.3169	-5.56428	-4.14346	-1.04125	48.0067	8.18781	0
0.0880	136.314	15.7399	-66.4225	-4.96505	-7.50745	-5.93141	-108.854	-4.92898	0.318596
0.0887	35.9206	-1.36147	-53.5981	-0.98445	-3.52809	-2.88203	-143.033	-6.47693	0
0.0893	-101.094	-20.588	-36.1726	3.25296	5.00497	2.62172	-93.3031	29.248	0
0.0900	-145.967	-38.2871	-24.2782	2.65373	8.67664	0.780938	-60.6401	56.3778	0.318596
0.0907	-208.524	-22.0823	-24.2782	-0.684834	7.44591	-4.09063	-45.9854	23.7487	0.318596
0.0913	-229.56	-21.7834	-34.9489	-3.76659	4.3896	-2.56594	-44.4694	0.52956	-0.637192
0.0920	-65.0992	-50.175	-43.5148	-0.0856043	4.69728	5.355	-43.8492	15.8053	-0.637192
0.0927	99.3988	-28.8232	4.69901	11.2142	2.56402	13.2945	31.5145	21.3046	-0.318596
0.0933	9.68936	17.8651	146.012	15.794	-5.37418	17.255	153.277	17.9236	0
0.0940	-139.556	30.6828	311.701	8.13241	-12.697	16.66	180.45	18.5346	-0.318596
0.0947	-143.535	26.7312	458.203	-0.385219	-16.0405	9.33407	127.643	15.8053	0
0.0953	-35.7733	4.44967	558.302	-1.9261	-11.774	-0.743751	84.3219	19.7567	0
0.0960	221.455	-23.9419	573.524	-0.684834	-8.12281	-3.79313	46.1692	36.2545	-0.318596
0.0967	497.031	-22.7132	550.029	-4.0662	-15.7533	-4.40672	5.58165	50.9192	0
0.0973	437.237	-16.3044	504.899	-10.4865	-24.9018	-8.68329	-18.215	52.1413	0.318596
0.0980	156.467	-42.8363	462.168	-13.2259	-30.0913	-10.208	-38.9796	42.3648	0.318596
0.0987	13.6314	-71.8256	351.692	-9.8445	-36.4911	-6.22891	-76.8108	37.4765	0.637192
0.0993	-129.462	-55.654	-74.9395	-4.96505	-35.5886	1.09703	-97.2539	41.1427	0.318596
0.1000	-276.276	-30.3507	-511.948	-2.82494	-23.3839	5.355	-70.7238	17.9236	-0.955787
0.1007	-207.308	-23.6098	-495.159	-0.385219	-15.4457	2.00813	-14.5628	-11.9762	-0.955787
0.1013	-117.893	2.02559	-373.718	6.63433	-16.9636	-2.56594	3.14685	-17.4755	0.318596
0.1020	-56.2204	27.0301	-362.754	12.7122	-12.697	-8.36719	-49.362	-28.4333	0
0.1027	127.472	27.9598	-191.24	14.2531	14.7688	-9.89188	-96.358	-39.717	0.318596
0.1033	203.145	26.4324	61.1361	12.113	47.1164	-4.70422	-100.929	-37.3136	0.637192
0.1040	208.671	31.3137	157.613	6.0351	42.5422	-10.208	-75.2948	-32.7105	0.318596
0.1047	232.766	34.6676	114.881	2.0545	16.5943	-22.7216	-21.27	-28.4333	0
0.1053	-30.6154	20.3224	57.8077	2.35412	-0.184609	-24.2463	-4.50207	-23.8709	0.318596
0.1060	-214.308	10.8585	8.66381	2.95335	-9.64071	-19.3561	-44.4694	-20.2047	0
0.1067	20.0419	17.5662	-155.508	4.79384	22.3993	-12.6438	-62.4777	-15.9275	0
0.1073	234.276	11.7883	-339.21	7.53318	95.3405	-4.09063	-46.6056	-17.1496	0
0.1080	349.959	-7.77031	-349.93	8.77444	135.626	-0.130156	-33.1683	-14.0944	0.318596
0.1087	479.642	-16.0055	-357.859	8.77444	131.36	-0.743751	-12.7252	12.465	0.318596
0.1093	531.515	4.15081	-393.836	7.53318	114.253	-0.427657	20.2363	25.5818	0
0.1100	370.701	35.2653	-337.399	8.47483	92.8995	5.355	38.5432	14.2981	0
0.1107	-83.4095	31.3137	-278.221	8.77444	62.9928	14.5217	64.1774	13.6871	0.318596
0.1113	-480.747	18.1971	-233.042	5.09346	25.7633	19.3933	121.556	17.0274	0.637192
0.1120	-618.977	48.3818	-184.828	3.895	-2.01019	21.5316	141.999	19.1456	0.318596
0.1127	-658.029	46.8875	-153.697	5.69269	-21.5378	20.323	79.4293	21.9156	0
0.1133	-552.441	-8.06917	-117.084	6.63433	-43.2191	13.2945	0.0918789	22.2008	0
0.1140	-376.374	-29.4209	-75.8695	6.63433	-73.413	-0.743751	-33.1683	19.1456	0.318596
0.1147	-306.486	-20.588	-53.3044	5.69269	-112.181	-15.0795	-78.947	12.7502	0.318596
0.1153	-286.628	-6.54167	-40.48	6.33472	-140.57	-20.2672	-144.87	8.47296	0.318596
0.1160	-265.592	21.551	-24.2782	6.0351	-129.268	-20.5833	-182.104	5.41781	0
0.1167	-239.36	28.5576	-6.60799	6.33472	-83.7922	-16.0092	-191.269	6.35472	0.318596
0.1173	-204.545	10.8585	13.5586	7.53318	-46.8703	-5.61532	-127.781	10.0209	0
0.1180	-174.04	5.97716	25.7467	4.79384	-36.1834	-1.35734	-24.9451	7.86193	0
0.1187	-96.2304	2.92217	27.6067	0.813241	-36.7988	-2.88203	17.7786	2.36265	0.637192
0.1193	-30.6154	-16.6032	24.8656	2.0545	-39.2397	-1.97094	19.6162	-3.70692	0.637192
0.1200	-78.5096	-38.5859	-6.26535	7.23356	-36.4911	0.167344	1.30927	-4.92898	0.318596
0.1207	-119.109	-56.5838	-41.0674	10.5721	-27.3427	2.00813	-32.2725	0.855443	0.318596
0.1213	-85.2148	-73.6852	-16.3487	10.9145	-22.7685	0.780938	-60.6401	6.96575	0.318596
0.1220	-102.641	-91.9819	37.9837	10.9145	-20.3275	-0.427657	-87.4917	18.2495	0.318596
0.1227	-187.45	-86.8017	75.4779	7.83279	-14.5226	-1.65484	-67.9674	28.9221	0.318596
0.1233	-131.009	-19.0605	117.916	3.55258	-13.0047	-5.31782	-0.528304	28.9221	0.318596
0.1240	93.2831	63.6568	136.859	2.35412	-12.0817	-6.22891	14.425	33.8104	0.318596
0.1247	223.003	95.9999	126.775	-1.9261	-10.5638	-5.02032	-5.71946	41.1427	0
0.1253	166.23	95.4022	174.696	-5.9067	-15.138	-4.40672	8.93523	35.9286	0.318596
0.1260	82.3043	77.4043	241.216	-4.0662	-18.7891	-3.49563	27.2421	35.3176	0.318596
0.1267	72.5412	16.6696	258.593	-0.385219	-16.3482	-3.79313	42.494	50.9192	-0.318596
0.1273	-56.552	-91.6831	277.242	3.55258	-11.1586	-5.61532	36.0855	57.9257	0
0.1280	-263.455	-196.649	285.759	9.67329	-10.5638	-7.7536	4.04267	46.031	0.318596
0.1287	-89.82	-260.737	234.804	13.9535	-12.697	-10.803	2.52667	33.8104	0.637192
0.1293	245.587	-287.004	152.718	11.8134	-11.4663	-13.2574	51.9575	22.5267	0.637192
0.1300	283.423	-256.487	49.8781	10.9145	-8.40998	-10.803	127.344	6.35472	-0.637192
0.1307	188.814	-188.712	-128.048	13.6539	-1.70251	-3.49563	150.222	-1.87383	-0.955787
0.1313	135.725	-120.075	-305.974	12.7122	7.75359	2.30563	122.153	-1.30353	0
0.1320	150.056	7.2058	-290.115	8.13241	5.62033	2.00813	107.498	-0.0814708	0.318596
0.1327	219.65	144.847	-195.792	6.0351	-7.81513	-3.79313	109.037	-11.3652	0
0.1333	248.644	152.783	-238.524	7.83279	-12.3893	-5.31782	124.289	-55.9297	0.318596
0.1340	168.993	112.47	-276.361	9.37367	-6.27672	1.69203	88.2727	-82.4484	0.637192
0.1347	124.746	132.328	-190.897	7.53318	-5.37418	7.80938	46.1692	-54.3817	0.318596
0.1353	165.014	127.745	-106.364	4.79384	-11.774	4.44391	121.854	-27.2112	0.318596
0.1360	58.2098	96.9297	-83.2117	1.75489	-13.5996	-5.02032	231.099	-27.5371	0.318596
0.1367	-112.993	99.3538	-75.8695	-2.22571	-8.71767	-7.1586	249.405	-36.3767	0.318596
0.1373	-134.067	88.3624	-62.4577	-3.46697	-3.24092	-3.17953	150.842	-23.545	0.318596
0.1380	-69.3729	65.1843	-43.2211	-1.32687	1.04612	-2.88203	2.22806	4.52163	0.318596
0.1387	-54.7099	77.7031	-13.3139	1.45527	4.08192	-2.56594	-140.299	6.35472	0.318596
0.1393	-85.5464	81.057	14.4886	0.214011	4.08192	2.30563	-242.537	-8.31002	0.318596
0.1400	-41.5942	41.973	25.7467	-2.82494	0.738438	6.28469	-213.228	-13.4834	0.318596
0.1407	73.1676	20.3224	29.4178	-3.76659	-2.93324	5.0575	-97.2539	-10.7541	0
0.1413	109.788	2.32445	31.2289	-4.66543	9.57918	0.483438	-24.0263	-3.09589	0.318596
0.1420	60.3467	-71.2279	31.2289	-5.9067	41.6192	-2.26844	-3.2617	8.79884	0.318596
0.1427	40.1943	-170.117	36.76	-4.96505	65.7415	-3.79313	-23.7277	14.2981	0
0.1433	199.498	-230.851	50.7591	-4.96505	70.6233	-5.02032	-76.5122	7.57678	0
0.1440	418.006	-206.743	64.8072	-4.36582	66.644	-3.49563	-35.9247	-5.25486	0
0.1447	262.35	-137.774	60.2551	-3.12456	57.1879	-1.97094	106.901	-18.3717	0.318596
0.1453	-28.4786	-147.204	48.6544	-2.22571	44.6755	0.483438	127.964	-19.8789	0.318596
0.1460	134.804	-229.922	41.9485	2.65373	35.5271	6.87969	54.0937	-9.81723	0
0.1467	560.509	-274.485	4.69901	7.23356	25.4556	5.6711	94.3826	-7.69899	0
0.1473	739.339	-186.288	-45.3259	6.33472	11.7124	0.483438	137.106	-11.0393	0
0.1480	662.155	63.0591	-40.48	2.35412	-9.33303	1.39453	44.033	-9.81723	0
0.1487	456.763	242.175	8.95749	-2.52533	-36.1834	3.21672	-63.9937	-12.5872	0.318596
0.1493	31.0575	152.783	43.7596	-3.12456	-60.9006	2.91922	-170.803	-13.1983	0.318596
0.1500	-470.358	-27.8934	51.1018	-0.684834	-82.8896	0.483438	-239.161	-5.25486	0
0.1507	-665.066	-79.7619	77.6316	0.214011	-93.5559	-3.79313	-121.372	1.75162	0.318596
0.1513	-520.094	-46.5223	141.117	-0.684834	-88.3664	-11.7327	13.5062	4.19574	0.318596
0.1520	-379.432	-31.2473	198.778	-1.62648	-72.2028	-19.6536	39.7606	6.63987	0.318596
0.1527	-351.027	27.0301	227.168	-0.0856043	-49.6189	-18.1289	79.728	12.1391	0.637192
0.1533	-326.012	142.389	222.909	2.65373	-33.1476	-8.98079	47.088	16.7422	0.318596
0.1540	-291.823	190.007	159.424	5.09346	-23.0762	1.39453	-126.265	21.3046	0.318596
0.1547	-244.223	171.677	31.2289	5.39307	-13.5996	5.6711	-234.889	32.9142	0.318596
0.1553	-181.666	153.381	-85.3165	4.19461	-6.89208	3.21672	-221.176	39.5948	0.318596
0.1560	-80.0569	119.51	-96.6235	8.13241	-10.8714	5.6711	-188.811	24.0339	0
0.1567	62.4835	74.947	-69.751	12.113	-28.2657	10.2452	-133.592	-2.19971	0.318596
0.1573	149.135	70.0657	-80.7643	10.5721	-37.7219	7.80938	-74.9962	-10.1431	0.637192
0.1580	180.266	104.866	-53.8918	6.63433	-24.5941	0.167344	-62.1791	-10.7541	0.318596
0.1587	212.945	93.2438	-5.04165	3.55258	-10.2561	-6.8425	-74.376	-17.1496	0.318596
0.1593	143.351	-0.730542	9.88751	3.895	-6.27672	-7.7536	-63.6951	-13.4834	0.318596
0.1600	-37.0259	-119.444	30.9352	4.79384	-6.27672	-4.09063	45.8706	-9.2062	-0.955787
0.1607	-162.73	-172.242	56.2903	4.79384	-5.37418	-0.743751	241.779	-12.5872	-0.955787
0.1613	-172.198	-146.308	68.4783	3.55258	-5.0665	-1.65484	347.67	-15.6424	0
0.1620	-132.519	-101.147	87.0786	2.65373	-6.5844	-3.17953	258.869	-17.4755	0.318596
0.1627	-104.446	-40.1134	99.903	3.25296	-6.89208	-2.88203	75.7772	-2.19971	0.318596
0.1633	-68.7466	55.7205	24.2293	3.25296	-6.5844	-4.70422	-119.535	26.478	0.318596
0.1640	-7.69991	114.928	-135.978	5.69269	-4.45114	-9.59438	-224.529	33.1993	0.318596
0.1647	63.6992	50.5402	-206.806	12.113	3.48707	-18.1289	-117.1	20.9787	0.637192
0.1653	-5.26836	-16.9021	-155.214	20.0314	13.2509	-29.1178	52.2791	11.243	0.318596
0.1660	-208.229	55.4216	-103.966	25.5529	15.9995	-32.7808	129.48	5.74369	0.318596
0.1667	-265.297	167.726	-67.3036	23.1132	10.5022	-27.9092	156.033	5.41781	0.318596
0.1673	-181.04	138.438	-33.7742	15.4944	1.04612	-24.5438	116.962	6.63987	0.637192
0.1680	-63.8835	37.0916	-21.8308	9.67329	-4.14346	-23.3166	13.5062	12.465	0.318596
0.1687	77.7359	32.2103	-21.2435	7.23356	-2.31787	-12.3463	-96.9553	23.7487	0.318596
0.1693	136.314	58.1777	-21.8308	6.33472	3.17938	5.0575	-181.484	25.5818	0.318596
0.1700	146.998	58.4766	-20.6071	5.69269	9.27149	20.918	-157.687	21.5898	0.318596
0.1707	242.823	43.2016	-21.2435	4.49423	0.123073	40.46	-35.6261	19.7567	0.318596
0.1713	260.213	41.6741	-19.4324	0.214011	-22.1531	47.786	100.194	15.1943	0
0.1720	23.4313	125.919	-9.34908	-3.46697	-34.9732	39.5489	182.265	9.69502	0
0.1727	-188.998	165.269	1.66423	-1.62648	-29.7836	31.9069	152.358	3.58471	0.318596
0.1733	-136.498	56.6502	7.4401	-2.52533	-18.1943	23.6699	108.119	-0.977649	0
0.1740	-48.5942	-50.4738	10.1812	-5.26467	-22.1531	10.2452	150.222	-5.86589	0
0.1747	-37.0259	-105.729	12.6286	-0.684834	-27.9581	-6.545	182.265	-10.1431	0
0.1753	-74.8623	-185.06	14.7823	5.39307	-31.6092	-16.0092	98.9536	-7.69899	0.318596
0.1760	-149.319	-295.538	16.5934	9.67329	-35.8963	-16.9203	2.22806	-5.54001	0.318596
0.1767	-152.672	-412.125	19.6771	15.4944	-16.3482	-17.5339	-25.2437	-6.15104	0.318596
0.1773	-90.7042	-454.231	18.1108	20.0314	10.8099	-19.3561	-27.0813	-5.86589	0.318596
0.1780	-29.0681	-292.184	14.146	18.8329	17.8251	-18.1289	21.1322	-6.15104	0.318596
0.1787	-49.8099	40.1466	15.3697	15.152	11.7124	-10.5055	51.6589	-3.42177	0.318596
